poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,methodology,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,dem,rep,ind
69628,204,Hart Research Associates,946,Protect Our Care,Hart Research Associates,113,Garin-Hart-Yang Research Group,B-,Online,,9/3/20,9/7/20,,"",,129815,1202,lv,,lv,,9/21/20 16:40,"",https://www.protectourcare.org/wp-content/uploads/2020/09/E-13030-Covid-Healthcare-1.pdf,538,false,DEM,8274,2020,U.S. House,,Generic,11/3/20,general,false,50.0,42.0,
70518,1610,USC Dornsife,"","",University of Southern California Dornsife,343,USC Dornsife/Los Angeles Times,B/C,Online,,8/25/20,9/7/20,,"",,131453,5138,lv,,lv,TRUE,10/3/20 18:23,probabilistic voting question,https://election.usc.edu/,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,50.92,44.15,
69399,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B,Online,,9/4/20,9/6/20,,"",,131781,12000,lv,,lv,TRUE,10/5/20 14:20,"",https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,48.0,43.0,
70517,1610,USC Dornsife,"","",University of Southern California Dornsife,343,USC Dornsife/Los Angeles Times,B/C,Online,,8/24/20,9/6/20,,"",,131452,5157,lv,,lv,TRUE,10/3/20 18:23,probabilistic voting question,https://election.usc.edu/,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,51.17,44.0,
69398,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B,Online,,9/3/20,9/5/20,,"",,131780,12000,lv,,lv,TRUE,10/5/20 14:20,"",https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,48.0,43.0,
70516,1610,USC Dornsife,"","",University of Southern California Dornsife,343,USC Dornsife/Los Angeles Times,B/C,Online,,8/23/20,9/5/20,,"",,131451,5125,lv,,lv,TRUE,10/3/20 18:22,probabilistic voting question,https://election.usc.edu/,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,51.04,44.01,
69397,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B,Online,,9/2/20,9/4/20,,"",,131779,12000,lv,,lv,TRUE,10/5/20 14:19,"",https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,49.0,43.0,
70515,1610,USC Dornsife,"","",University of Southern California Dornsife,343,USC Dornsife/Los Angeles Times,B/C,Online,,8/22/20,9/4/20,,"",,131450,5125,lv,,lv,TRUE,10/3/20 18:22,probabilistic voting question,https://election.usc.edu/,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,51.31,43.92,
69396,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B,Online,,9/1/20,9/3/20,,"",,131778,12000,lv,,lv,TRUE,10/5/20 14:19,"",https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,49.0,42.0,
70514,1610,USC Dornsife,"","",University of Southern California Dornsife,343,USC Dornsife/Los Angeles Times,B/C,Online,,8/21/20,9/3/20,,"",,131449,5109,lv,,lv,TRUE,10/3/20 18:22,probabilistic voting question,https://election.usc.edu/,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,51.26,43.84,
69395,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B,Online,,8/31/20,9/2/20,,"",,131777,12000,lv,,lv,TRUE,10/5/20 14:19,"",https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,49.0,43.0,
70513,1610,USC Dornsife,"","",University of Southern California Dornsife,343,USC Dornsife/Los Angeles Times,B/C,Online,,8/20/20,9/2/20,,"",,131448,5091,lv,,lv,TRUE,10/3/20 18:22,probabilistic voting question,https://election.usc.edu/,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,51.39,43.95,
68321,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online,,8/30/20,9/1/20,,"",,127981,1209,rv,,rv,,9/2/20 12:51,"",https://docs.cdn.yougov.com/7kvpozbozh/econTabReport.pdf,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,51.0,38.0,
69394,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B,Online,,8/30/20,9/1/20,,"",,131776,12000,lv,,lv,TRUE,10/5/20 14:18,"",https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,49.0,42.0,
70512,1610,USC Dornsife,"","",University of Southern California Dornsife,343,USC Dornsife/Los Angeles Times,B/C,Online,,8/19/20,9/1/20,,"",,131447,5070,lv,,lv,TRUE,10/3/20 18:22,probabilistic voting question,https://election.usc.edu/,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,51.68,43.49,
69393,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B,Online,,8/29/20,8/31/20,,"",,131775,12000,lv,,lv,TRUE,10/5/20 14:18,"",https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,48.0,43.0,
68312,458,Suffolk,135,USA Today,Suffolk University,323,Suffolk University,B+,Live Phone,,8/28/20,8/31/20,,"",,127959,1000,rv,,rv,,9/2/20 07:57,"",https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/national/2020/9_2_2020_marginals_pdftxt.pdf,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,47.5,42.2,
70511,1610,USC Dornsife,"","",University of Southern California Dornsife,343,USC Dornsife/Los Angeles Times,B/C,Online,,8/18/20,8/31/20,,"",,131446,5003,lv,,lv,TRUE,10/3/20 18:22,probabilistic voting question,https://election.usc.edu/,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,51.65,43.35,
68298,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B,Online,,8/28/20,8/30/20,,"",,131774,12000,lv,,lv,TRUE,10/5/20 14:18,"",https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,48.0,43.0,
68311,437,Selzer,991,Grinnell College,Selzer & Co.,304,Selzer & Co.,A+,Live Phone,,8/26/20,8/30/20,,"",,127943,827,lv,,lv,,9/2/20 04:59,"",https://www.grinnell.edu/sites/default/files/docs/2020-09/Selzer%20Co%20GCNP%202219%20Methodology.pdf,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,48.0,41.0,
70510,1610,USC Dornsife,"","",University of Southern California Dornsife,343,USC Dornsife/Los Angeles Times,B/C,Online,,8/17/20,8/30/20,,"",,131445,4905,lv,,lv,TRUE,10/3/20 18:22,probabilistic voting question,https://election.usc.edu/,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,51.73,43.4,
68333,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B,Online,,8/27/20,8/29/20,,"",,131773,12000,lv,,lv,TRUE,10/5/20 14:18,"",https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,48.0,43.0,
70509,1610,USC Dornsife,"","",University of Southern California Dornsife,343,USC Dornsife/Los Angeles Times,B/C,Online,,8/16/20,8/29/20,,"",,131444,4863,lv,,lv,TRUE,10/3/20 18:22,probabilistic voting question,https://election.usc.edu/,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,51.89,43.23,
68246,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,B+,Online,,8/27/20,8/28/20,,"",,127843,807,rv,,rv,,8/29/20 13:19,recontact poll,https://docs.cdn.yougov.com/trcdohan8j/20200828_yahoo_coronavirus_crosstabs.pdf,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,49.0,38.0,
68332,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B,Online,,8/26/20,8/28/20,,"",,131772,12000,lv,,lv,TRUE,10/5/20 14:18,"",https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,48.0,43.0,
70508,1610,USC Dornsife,"","",University of Southern California Dornsife,343,USC Dornsife/Los Angeles Times,B/C,Online,,8/15/20,8/28/20,,"",,131443,4797,lv,,lv,TRUE,10/3/20 18:22,probabilistic voting question,https://election.usc.edu/,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,51.38,43.6,
68331,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B,Online,,8/25/20,8/27/20,,"",,131771,12000,lv,,lv,TRUE,10/5/20 14:18,"",https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,48.0,43.0,
70507,1610,USC Dornsife,"","",University of Southern California Dornsife,343,USC Dornsife/Los Angeles Times,B/C,Online,,8/14/20,8/27/20,,"",,131442,4731,lv,,lv,TRUE,10/3/20 18:22,probabilistic voting question,https://election.usc.edu/,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,51.61,43.43,
68330,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B,Online,,8/24/20,8/26/20,,"",,131770,12000,lv,,lv,TRUE,10/5/20 14:17,"",https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,49.0,42.0,
68224,294,McLaughlin,"","",McLaughlin & Associates,203,McLaughlin & Associates,C/D,Online,,8/22/20,8/26/20,,"",,127786,1000,lv,,lv,,8/27/20 17:19,"",https://mclaughlinonline.com/pols/wp-content/uploads/2020/08/National-Monthly-Omnibus-August-Release-1.pdf,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,47.0,46.0,
68313,1559,Opinium,614,The Guardian,Opinium,559,Opinium,B/C,Online,,8/21/20,8/26/20,,"",,127990,1180,lv,,lv,,9/2/20 13:35,"",https://www.opinium.com/resource-center/biden-leads-trump-by-wide-margin-in-august/,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,55.59,42.57,
70506,1610,USC Dornsife,"","",University of Southern California Dornsife,343,USC Dornsife/Los Angeles Times,B/C,Online,,8/13/20,8/26/20,,"",,131441,4630,lv,,lv,TRUE,10/3/20 18:22,probabilistic voting question,https://election.usc.edu/,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,51.77,43.5,
68214,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online,,8/23/20,8/25/20,,"",,127765,1256,rv,,rv,,8/26/20 10:14,"",https://docs.cdn.yougov.com/csnify0kol/weeklytrackingreport.pdf,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,47.0,39.0,
68329,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B,Online,,8/23/20,8/25/20,,"",,131769,12000,lv,,lv,TRUE,10/5/20 14:17,"",https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,49.0,42.0,
70505,1610,USC Dornsife,"","",University of Southern California Dornsife,343,USC Dornsife/Los Angeles Times,B/C,Online,,8/12/20,8/25/20,,"",,131440,4511,lv,,lv,TRUE,10/3/20 18:22,probabilistic voting question,https://election.usc.edu/,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,51.71,43.59,
68328,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B,Online,,8/22/20,8/24/20,,"",,131768,12000,lv,,lv,TRUE,10/5/20 14:17,"",https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,48.0,43.0,
70504,1610,USC Dornsife,"","",University of Southern California Dornsife,343,USC Dornsife/Los Angeles Times,B/C,Online,,8/11/20,8/24/20,,"",,131439,4321,lv,,lv,TRUE,10/3/20 18:22,probabilistic voting question,https://election.usc.edu/,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,51.94,43.51,
68172,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,B+,Online,,8/21/20,8/23/20,,"",,127734,904,rv,,rv,,8/25/20 16:14,recontact poll,https://docs.cdn.yougov.com/04w14ysh37/20200823_yahoo_coronavirus_crosstabs.pdf,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,50.0,39.0,
68180,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B,Online,,8/21/20,8/23/20,,"",,131767,12000,lv,,lv,TRUE,10/5/20 14:17,"",https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,48.0,43.0,
68189,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B,Online,,8/20/20,8/22/20,,"",,131766,12000,lv,,lv,TRUE,10/5/20 14:17,"",https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,48.0,43.0,
68188,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B,Online,,8/19/20,8/21/20,,"",,131765,12000,lv,,lv,TRUE,10/5/20 14:17,"",https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,48.0,42.0,
68187,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B,Online,,8/18/20,8/20/20,,"",,131764,12000,lv,,lv,TRUE,10/5/20 14:17,"",https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,48.0,42.0,
68186,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B,Online,,8/17/20,8/19/20,,"",,131763,12000,lv,,lv,TRUE,10/5/20 14:17,"",https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,48.0,42.0,
68120,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online,,8/16/20,8/18/20,,"",,127596,1246,rv,,rv,,8/19/20 10:06,"",https://docs.cdn.yougov.com/c6n58wb53l/econTabReport.pdf,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,49.0,38.0,
68185,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B,Online,,8/16/20,8/18/20,,"",,131762,12000,lv,,lv,TRUE,10/5/20 14:17,"",https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,48.0,42.0,
68136,1302,Echelon Insights,"","",Echelon Insights,407,Echelon Insights,B/C,Online,,8/14/20,8/18/20,,"",,127627,1000,lv,,lv,,8/20/20 12:05,"",https://60p3co1nax34ovc830mr2sak-wpengine.netdna-ssl.com/wp-content/uploads/Omnibus_Release1_deck_August20201.pdf,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,49.0,40.0,
68184,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B,Online,,8/15/20,8/17/20,,"",,131761,12000,lv,,lv,TRUE,10/5/20 14:16,"",https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,48.0,42.0,
68095,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B,Online,,8/14/20,8/16/20,,"",,131760,12000,lv,,lv,TRUE,10/5/20 14:16,"",https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,48.0,42.0,
68086,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,B+,Online,,8/14/20,8/15/20,,"",,127547,1158,rv,,rv,,8/17/20 17:04,"",https://docs.cdn.yougov.com/jupxi93uza/20200817_yahoo_coronavirus_crosstabs.pdf,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,49.0,38.0,
68094,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B,Online,,8/13/20,8/15/20,,"",,131759,12000,lv,,lv,TRUE,10/5/20 14:16,"",https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,48.0,42.0,
68135,1515,Data for Progress,"","",Data for Progress,522,Data for Progress,B,Online,,8/13/20,8/14/20,,"",,127623,1143,lv,,lv,,8/20/20 11:33,"",https://www.dataforprogress.org/blog/2020/8/20/report-on-the-state-of-the-race,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,47.0,40.0,
68093,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B,Online,,8/12/20,8/14/20,,"",,131758,12000,lv,,lv,TRUE,10/5/20 14:16,"",https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,49.0,42.0,
68092,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B,Online,,8/11/20,8/13/20,,"",,131757,12000,lv,,lv,TRUE,10/5/20 14:16,"",https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,48.0,42.0,
68091,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B,Online,,8/10/20,8/12/20,,"",,131756,12000,lv,,lv,TRUE,10/5/20 14:16,"",https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,48.0,42.0,
68075,1292,Hart Research Associates/Public Opinion Strategies,"132,276",NBC News | Wall Street Journal,Hart Research Associates/Public Opinion Strategies,221,NBC News/The Wall Street Journal,B+,Live Phone,,8/9/20,8/12/20,,"",,127501,900,rv,,rv,,8/16/20 08:57,"",https://assets.documentcloud.org/documents/7037941/200438-NBCWSJ-August-Poll-8-16-20-Release.pdf,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,47.0,42.0,
68022,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online,,8/9/20,8/11/20,,"",,127390,1208,rv,,rv,,8/12/20 09:39,"",https://docs.cdn.yougov.com/horeovzt7u/econTabReport.pdf,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,49.0,39.0,
68096,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B,Online,,8/9/20,8/11/20,,"",,131755,12000,lv,,lv,TRUE,10/5/20 14:15,"",https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,48.0,43.0,
68061,1205,Marist,"373,765",NPR | PBS NewsHour,Marist College,183,Marist College,A,Live Phone,,8/3/20,8/11/20,,"",,127474,1118,rv,,rv,,8/14/20 06:25,"",http://maristpoll.marist.edu/wp-content/uploads/2020/08/NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-TABLES_202008121039.pdf,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,49.0,43.0,
68090,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B,Online,,8/8/20,8/10/20,,"",,131754,12000,lv,,lv,TRUE,10/5/20 14:15,"",https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,48.0,43.0,
68133,1189,Morning Consult,1431,Murmuration,Morning Consult,218,Morning Consult,B,Online,,8/4/20,8/10/20,,"",,127620,2200,a,,a,,8/20/20 09:25,"",https://www.dropbox.com/s/3onzzvtzlpgdo4t/MC%20Poll%20Toplines.pdf,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,45.0,35.0,
67992,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B,Online,,8/7/20,8/9/20,,"",,131753,12000,lv,,lv,TRUE,10/5/20 14:15,"",https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,48.0,42.0,
67991,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B,Online,,8/6/20,8/8/20,,"",,131752,12000,lv,,lv,TRUE,10/5/20 14:15,"",https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,49.0,42.0,
67990,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B,Online,,8/5/20,8/7/20,,"",,131751,12000,lv,,lv,TRUE,10/5/20 14:15,"",https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,49.0,41.0,
67989,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B,Online,,8/4/20,8/6/20,,"",,131750,12000,lv,,lv,TRUE,10/5/20 14:15,"",https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,49.0,42.0,
67974,261,Lake Research Partners/The Tarrance Group,1769,Georgetown University Institute of Politics and Public Service,Lake Research Partners/The Tarrance Group,114,Georgetown University (Battleground),A/B,Live Phone,,8/1/20,8/6/20,,"",,127279,1000,lv,,lv,,8/10/20 10:27,"",https://politics.georgetown.edu/battleground-poll/august-2020/,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,50.12,43.58,
67988,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B,Online,,8/3/20,8/5/20,,"",,131749,12000,lv,,lv,TRUE,10/5/20 14:15,"",https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,49.0,41.0,
67919,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online,,8/2/20,8/4/20,,"",,127152,1229,rv,,rv,,8/5/20 10:07,"",https://docs.cdn.yougov.com/t0qsgk3wcg/econTabReport.pdf,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,50.0,38.0,
67987,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B,Online,,8/2/20,8/4/20,,"",,131748,12000,lv,,lv,TRUE,10/5/20 14:15,"",https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,49.0,42.0,
67986,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B,Online,,8/1/20,8/3/20,,"",,131747,12000,lv,,lv,TRUE,10/5/20 14:15,"",https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,48.0,42.0,
67891,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B,Online,,7/31/20,8/2/20,,"",,131746,12000,lv,,lv,TRUE,10/5/20 14:15,"",https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,48.0,43.0,
67890,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B,Online,,7/30/20,8/1/20,,"",,131745,12000,lv,,lv,TRUE,10/5/20 14:14,"",https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,48.0,42.0,
67889,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B,Online,,7/29/20,7/31/20,,"",,131744,12000,lv,,lv,TRUE,10/5/20 14:14,"",https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,48.0,43.0,
67858,1102,Emerson College Polling Society,"","",Emerson College,88,Emerson College,A-,IVR/Online,,7/29/20,7/30/20,,"",,127039,964,lv,,lv,,7/31/20 15:13,"",https://emersonpolling.reportablenews.com/pr/july-national-poll-biden-maintains-lead-in-presidential-race-majority-support-nationwide-mask-mandate-in-public-spaces,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,46.31,40.59,
67854,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,B+,Online,,7/28/20,7/30/20,,"",,127024,1086,rv,,rv,,7/31/20 10:58,"",https://docs.cdn.yougov.com/l9txxcxdi3/20200730_yahoo_coronavirus_crosstabs.pdf,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,49.0,39.0,
67888,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B,Online,,7/28/20,7/30/20,,"",,131743,12000,lv,,lv,TRUE,10/5/20 14:14,"",https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,48.0,42.0,
67887,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B,Online,,7/27/20,7/29/20,,"",,131742,12000,lv,,lv,TRUE,10/5/20 14:14,"",https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,48.0,42.0,
67815,241,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,Online,,7/27/20,7/28/20,,"",,126916,1115,a,,a,,7/29/20 06:07,"",https://fingfx.thomsonreuters.com/gfx/mkt/bdwvkezzovm/Topline%20Reuters-Ipsos%20Core%20Political%207.28.pdf,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,43.6,35.4,
67815,241,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,Online,,7/27/20,7/28/20,,"",,126917,947,rv,,rv,,7/29/20 06:07,"",https://fingfx.thomsonreuters.com/gfx/mkt/bdwvkezzovm/Topline%20Reuters-Ipsos%20Core%20Political%207.28.pdf,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,47.0,39.1,
67820,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online,,7/26/20,7/28/20,,"",,126933,1260,rv,,rv,,7/29/20 09:31,"",https://docs.cdn.yougov.com/0nx7ztz02j/econTabReport.pdf,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,48.0,40.0,
67886,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B,Online,,7/26/20,7/28/20,,"",,131741,12000,lv,,lv,TRUE,10/5/20 14:13,"",https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,48.0,42.0,
67832,1240,Øptimus,"","",Øptimus,245,Optimus,B/C,Online,,7/24/20,7/28/20,,"",,126967,1039,a,,a,TRUE,7/29/20 16:21,"",https://github.com/optimus-forecasting-and-polling/0ptimus-Coronavirus-Tracking/tree/master/July-29-2020,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,38.2,29.6,
67832,1240,Øptimus,"","",Øptimus,245,Optimus,B/C,Online,,7/24/20,7/28/20,,"",,126968,914,lv,,lv,TRUE,7/29/20 16:21,"",https://github.com/optimus-forecasting-and-polling/0ptimus-Coronavirus-Tracking/tree/master/July-29-2020,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,44.7,38.1,
67885,1189,Morning Consult,"","",Morning Consult,218,Morning Consult,B,Online,,7/25/20,7/27/20,,"",,131740,12000,lv,,lv,TRUE,10/5/20 14:13,"",https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,538,false,,8274,2020,U.S. House,,Generic,11/3/20,general,false,48.0,42.0,
67878,1597,Beacon Research/Shaw & Company,"1418,1419",Dream Corps | Justice Action Network,Beacon Research/Shaw & Company Research,103,Fox News/Beacon Research/Shaw & Co. Research,A,Live Phone,,7/23/20,7/27/20,,"",,127086,1504,rv,,rv,,8/3/20 18:29,"",https://www.thedreamcorps.org/wp-content/uploads/2020/08/cut50-JAN-July-2020-Survey-Topline-080320.pdf,538,false,DEM,8274,2020,U.S. House,,Generic,11/3/20,general,false,47.0,41.0,
